film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
124,6.615,102.75,72.0,3,1,2.7167,16.99,PG-13,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,{'Trailers'},5,"17,64,80,93,102",156.0,583.0,8
125,3.99,129.8333,120.0,16,1,1.0167,19.99,NC-17,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,"{'Commentaries', 'Behind the Scenes'}",7,"138,15,23,34,198,144,65",223.0,806.0,6
126,8.101111,146.4444,72.0,1,1,2.9833,16.99,G,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,{'Trailers'},5,"53,95,106,110,24",141.0,530.0,9
127,6.056667,121.1034,120.0,5,1,1.8667,14.99,G,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,"{'Commentaries', 'Deleted Scenes'}",4,"17,187,144,159",126.0,445.0,30
129,6.132857,135.9048,72.0,6,1,2.9833,16.99,R,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"54,59,62,175,195,197",168.0,645.0,21
130,1.365,127.5,168.0,1,1,1.8333,24.99,PG-13,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,"{'Deleted Scenes', 'Behind the Scenes'}",4,"195,59,103,144",119.0,418.0,24
131,5.74,98.0,120.0,4,1,2.5333,12.99,PG,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,{'Deleted Scenes'},4,"147,151,179,29",115.0,456.0,24
132,1.609048,113.7143,144.0,14,1,1.9,25.99,PG,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,"{'Deleted Scenes', 'Behind the Scenes'}",2,"2,134",47.0,183.0,21
133,5.067692,159.0833,168.0,12,1,1.95,14.99,NC-17,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,{'Trailers'},7,"107,132,133,148,60,68,29",202.0,719.0,13
134,6.605385,118.6154,96.0,2,1,0.85,21.99,PG,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,{'Trailers'},4,"48,96,57,63",98.0,385.0,13
135,5.249259,121.7037,72.0,15,1,1.1667,22.99,R,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"58,83,33,194,140,144",178.0,681.0,27
136,2.99,101.375,168.0,13,1,2.4333,26.99,NC-17,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,{'Behind the Scenes'},6,"153,32,104,106,107,118",176.0,645.0,8
137,5.39,122.3333,72.0,14,1,1.1,21.99,PG,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",3,"108,86,92",95.0,336.0,15
138,3.418571,98.2857,120.0,14,1,1.1833,29.99,R,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,"{'Deleted Scenes', 'Behind the Scenes'}",2,"107,185",72.0,247.0,21
139,5.5405,134.0,168.0,8,1,1.9,21.99,PG,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,"{'Commentaries', 'Trailers'}",5,"142,147,149,170,42",144.0,533.0,20
140,1.84,134.25,144.0,14,1,1.45,23.99,G,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2,"1,20",49.0,192.0,20
141,5.615,132.0,144.0,10,1,3.0833,11.99,PG-13,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,"{'Deleted Scenes', 'Behind the Scenes'}",8,"118,121,127,79,193,195,143,154",220.0,833.0,16
142,3.126364,110.4545,72.0,6,1,2.0333,24.99,PG,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2,"60,21",62.0,216.0,22
143,1.49,117.2727,144.0,7,1,2.3667,17.99,PG,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"66,75,82,97,119",145.0,556.0,22
145,5.682308,112.3846,120.0,8,1,2.0667,25.99,G,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"199,147,134,2",93.0,371.0,13
146,3.615,123.4286,144.0,7,1,1.7833,24.99,G,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,{'Commentaries'},13,"5,20,22,31,37,149,165,166,171,178,184,188,101",360.0,1451.0,8
147,2.64,135.45,120.0,8,1,1.6833,16.99,NC-17,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,"{'Commentaries', 'Behind the Scenes'}",5,"131,9,26,43,197",142.0,523.0,20
149,1.370952,129.3333,168.0,3,1,2.5,21.99,NC-17,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"148,200,120",61.0,253.0,21
150,3.305789,125.7895,168.0,6,1,1.6833,9.99,PG,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,{'Behind the Scenes'},5,"27,41,48,176,54",142.0,540.0,19
151,6.759231,157.5833,120.0,14,1,2.3833,26.99,NC-17,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,{'Deleted Scenes'},4,"49,112,118,123",109.0,422.0,13
152,4.056667,121.6,120.0,3,1,1.5,13.99,PG-13,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2,"19,181",64.0,224.0,15
153,1.682308,122.4615,168.0,14,1,2.75,18.99,G,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,"{'Commentaries', 'Deleted Scenes'}",8,"149,152,155,51,57,77,94,25",218.0,836.0,13
154,3.43,120.6,144.0,2,1,1.35,12.99,G,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,"{'Commentaries', 'Deleted Scenes'}",7,"13,14,17,33,145,173,121",201.0,769.0,25
155,1.657222,143.5294,144.0,13,1,2.5,26.99,PG-13,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",7,"139,145,156,175,192,12,16",197.0,736.0,18
156,7.275714,124.2857,72.0,6,1,2.7333,15.99,G,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,{'Commentaries'},4,"196,104,110,132",104.0,374.0,7
157,1.19,121.1,168.0,3,1,2.3833,29.99,PG-13,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"109,122,127,138,87",125.0,496.0,10
158,3.463684,111.8947,144.0,12,1,2.0667,16.99,R,A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,{'Behind the Scenes'},5,"65,8,154,105,122",141.0,530.0,19
159,6.168571,116.6786,120.0,5,1,0.9667,12.99,R,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,"{'Behind the Scenes', 'Trailers'}",6,"21,41,199,149,157,179",163.0,630.0,28
160,2.357895,111.4118,96.0,2,1,1.0833,12.99,PG-13,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,"{'Deleted Scenes', 'Trailers'}",4,"178,182,38,137",99.0,396.0,19
161,5.847143,126.7143,144.0,12,1,1.1667,27.99,NC-17,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"121,134,43,68,87,194",146.0,574.0,7
162,4.51,113.44,96.0,1,1,1.5833,13.99,R,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",8,"13,173,176,107,111,114,132,89",237.0,889.0,25
163,2.99,130.25,96.0,13,1,2.3167,29.99,PG-13,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",4,"86,194,31,40",96.0,402.0,8
164,2.037619,105.5238,96.0,6,1,0.9167,20.99,PG,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"6,24,31,45,48,197,193,144,162,178",259.0,1026.0,21
165,5.615,136.375,168.0,14,1,1.1667,27.99,G,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,"{'Deleted Scenes', 'Trailers'}",4,"6,20,83,107",125.0,464.0,16
166,3.906667,130.5,144.0,4,1,2.4833,19.99,G,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,"{'Commentaries', 'Behind the Scenes'}",7,"106,122,129,1,192,163,171",187.0,704.0,24
167,5.297692,106.9231,144.0,16,1,1.8167,10.99,NC-17,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,{'Commentaries'},3,"151,117,63",78.0,315.0,26
168,1.656667,73.8333,120.0,3,1,1.1167,23.99,R,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,"{'Behind the Scenes', 'Trailers'}",5,"150,174,187,39,128",149.0,550.0,6
169,4.99,108.2941,72.0,16,1,1.2667,19.99,NC-17,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes'}",5,"196,149,154,164,184",144.0,545.0,17
170,6.74,150.75,120.0,9,1,2.0,28.99,PG-13,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,{'Behind the Scenes'},8,"151,154,75,88,121,135,139,7",206.0,847.0,16
172,5.47,131.28,168.0,7,1,1.8667,12.99,NC-17,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,"{'Deleted Scenes', 'Behind the Scenes'}",9,"107,119,133,5,18,27,29,34,47",266.0,989.0,25
173,5.418571,120.9286,168.0,7,1,1.0833,25.99,PG-13,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,{'Behind the Scenes'},4,"7,112,119,190",114.0,447.0,14
174,5.679655,122.6207,144.0,12,1,3.0,13.99,NC-17,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,{'Commentaries'},2,"46,109",46.0,200.0,29
175,6.048824,140.0,72.0,8,1,2.0333,27.99,PG-13,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"125,58,80,84,143,177",180.0,687.0,17
176,1.808182,121.6818,144.0,15,1,1.45,21.99,PG-13,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,"{'Commentaries', 'Behind the Scenes'}",3,"91,38,44",75.0,275.0,22
177,6.99,136.8462,96.0,14,1,2.8667,20.99,R,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,"{'Commentaries', 'Deleted Scenes'}",7,"12,16,40,146,158,97,60",217.0,810.0,13
178,1.561429,120.0,144.0,5,1,1.9167,25.99,G,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,"{'Deleted Scenes', 'Behind the Scenes'}",7,"50,81,147,149,158,24,117",222.0,818.0,7
179,6.24,102.75,96.0,7,1,2.8833,14.99,G,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"111,192,60,8,21,25",165.0,622.0,16
180,3.39,95.8,96.0,4,1,3.0667,27.99,PG-13,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,"{'Commentaries', 'Trailers'}",4,"43,153,163,170",91.0,377.0,5
181,3.297692,120.3462,168.0,16,1,2.7667,10.99,PG-13,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,{'Commentaries'},5,"139,171,113,53,91",138.0,532.0,26
182,5.275714,125.8571,168.0,5,1,3.0833,9.99,G,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,{'Commentaries'},3,"89,19,34",74.0,294.0,7
183,6.754706,135.25,96.0,8,1,1.8667,14.99,R,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,{'Commentaries'},3,"59,157,98",86.0,334.0,17
184,5.767778,128.8889,72.0,4,1,1.5333,24.99,PG-13,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,{'Deleted Scenes'},4,"104,54,144,170",115.0,446.0,18
185,4.132857,80.1429,72.0,9,1,2.4333,10.99,PG,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"140,123,191,3,74",144.0,547.0,7
186,1.3025,98.8125,144.0,7,1,1.0667,17.99,NC-17,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,"{'Deleted Scenes', 'Behind the Scenes'}",6,"60,81,198,142,121,26",200.0,700.0,16
187,3.899091,121.5455,120.0,15,1,0.95,12.99,NC-17,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,{'Commentaries'},6,"14,45,159,76,89,186",159.0,613.0,11
188,2.99,104.8889,168.0,5,1,2.2667,24.99,PG,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,"{'Commentaries', 'Deleted Scenes'}",13,"82,31,141,149,158,161,168,173,177,97,112,114,125",368.0,1446.0,9
189,3.5525,142.7143,72.0,10,1,2.3167,23.99,NC-17,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,"{'Deleted Scenes', 'Trailers'}",3,"101,106,197",101.0,360.0,16
190,5.918571,100.6429,120.0,4,1,2.8667,23.99,NC-17,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,"{'Behind the Scenes', 'Trailers'}",6,"109,117,124,91,150,175",162.0,609.0,14
191,1.816087,124.0455,144.0,3,1,2.3833,27.99,PG-13,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",6,"141,146,167,175,9,10",161.0,625.0,23
193,3.704286,102.4762,120.0,2,1,2.55,20.99,G,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"88,94,149,154,179,126,136,6",216.0,858.0,21
194,1.573333,113.1667,144.0,1,1,1.7333,22.99,PG,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"24,41,178,81,98,102,106,111,114,126",296.0,1114.0,12
196,1.132857,91.4286,168.0,4,1,1.15,29.99,G,A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria,"{'Deleted Scenes', 'Behind the Scenes'}",2,"86,168",58.0,205.0,7
197,5.99,155.75,96.0,15,1,1.8667,27.99,R,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,{'Commentaries'},9,"146,178,55,64,90,97,103,117,32",252.0,945.0,8
199,4.642174,122.4783,96.0,6,1,0.9333,29.99,R,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,{'Behind the Scenes'},8,"103,126,58,87,17,24,32,142",216.0,818.0,23
200,1.434815,132.1154,168.0,10,1,2.2167,27.99,PG-13,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"139,102,9",99.0,343.0,27
201,3.257333,126.2143,168.0,9,1,2.9333,18.99,PG,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,"{'Deleted Scenes', 'Trailers'}",3,"17,26,35",80.0,302.0,15
202,5.836154,122.2308,120.0,5,1,2.6833,26.99,G,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,"{'Deleted Scenes', 'Behind the Scenes'}",5,"5,69,70,127,129",136.0,528.0,13
203,5.99,103.9375,120.0,14,1,1.4,9.99,G,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"5,13,39,41,153,52,74",195.0,719.0,16
204,2.94,128.75,96.0,7,1,1.7667,25.99,PG,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",6,"9,25,37,106,125,165",173.0,666.0,20
205,2.275714,99.5,72.0,1,1,0.9667,22.99,NC-17,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"8,11,68,79,102",144.0,532.0,14
206,2.064074,149.3333,144.0,6,1,2.4,25.99,G,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,"{'Commentaries', 'Behind the Scenes'}",6,"103,131,150,159,188,94",178.0,648.0,27
207,5.573333,147.0,168.0,9,1,2.0167,26.99,PG,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,{'Commentaries'},8,"49,66,80,87,92,141,146,95",233.0,866.0,12
208,3.323333,128.8889,168.0,2,1,1.4833,16.99,PG-13,A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,"{'Commentaries', 'Behind the Scenes'}",10,"108,120,130,154,159,168,12,19,63,186",264.0,1056.0,9
209,3.759231,137.3077,144.0,7,1,1.65,24.99,NC-17,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,"{'Deleted Scenes', 'Behind the Scenes'}",2,"96,107",65.0,233.0,13
210,7.535455,126.1818,72.0,1,1,2.1667,13.99,NC-17,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"114,133,157,59",114.0,435.0,11
211,5.545556,126.0,168.0,10,1,2.75,20.99,PG-13,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,"{'Commentaries', 'Behind the Scenes'}",2,"62,48",55.0,195.0,9
212,5.212222,138.5556,168.0,1,1,3.0833,14.99,G,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,{'Deleted Scenes'},9,"19,23,41,80,89,90,98,128,170",257.0,1001.0,18
213,3.528462,139.8462,96.0,8,1,1.7333,19.99,R,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,{'Commentaries'},4,"57,68,12,25",112.0,436.0,13
214,7.767778,135.7778,72.0,3,1,0.9833,13.99,PG-13,A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,{'Trailers'},4,"33,192,136,138",109.0,432.0,9
215,7.156667,132.2778,96.0,10,1,0.95,27.99,PG,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"103,158,172,68,81,194",178.0,658.0,18
216,7.847143,145.2308,72.0,13,1,1.8833,16.99,G,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"199,144,12,85,86",139.0,508.0,14
218,1.228095,95.2381,168.0,7,1,2.0333,22.99,NC-17,A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"7,16,113,146",117.0,446.0,21
219,5.775714,132.1538,144.0,6,1,0.85,20.99,PG-13,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,"{'Commentaries', 'Behind the Scenes'}",7,"171,32,45,191,81,108,134",205.0,779.0,14
220,3.335172,130.2143,168.0,12,1,1.7667,13.99,NC-17,A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,{'Deleted Scenes'},3,"107,121,155",98.0,356.0,29
222,6.253158,108.4211,96.0,11,1,1.0667,27.99,R,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,"{'Behind the Scenes', 'Trailers'}",5,"39,121,187,60,75",145.0,534.0,19
223,3.24,106.375,168.0,2,1,1.2667,24.99,NC-17,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,{'Deleted Scenes'},7,"76,123,38,40,141,159,188",201.0,772.0,8
